year,semester,id,"Course Name",credit,Credit_full,major,program,english_level,version,Program_fullname
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",CE,CE_DE(2:2)_2020,IE3,2020,CE_DE(2:2)_2020-2020-IE3
1,2,ENTP03,"Intensive English 3",10,"10 (10, 0)",CE,CE_DE(2.5:1.5)_2020,"Toefl < 430 IE1",2020,"CE_DE(2.5:1.5)_2020-2020-Toefl < 430 IE1"
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",CE,CE_DE(2.5:1.5)_2020,"Toefl < 430 IE1",2020,"CE_DE(2.5:1.5)_2020-2020-Toefl < 430 IE1"
1,2,PH014,"Physics 2 (Fluid Mechanics and Thermal Physics)",2,"2 (2, 0)",CE,CE_DE(2.5:1.5)_2020,"Toefl < 430 IE1",2020,"CE_DE(2.5:1.5)_2020-2020-Toefl < 430 IE1"
1,2,EN007,"Writing AE1",2,"2 (2, 0)",CE,CE_DE(2.5:1.5)_2020,"500> Toefl >= 430 IE2",2020,"CE_DE(2.5:1.5)_2020-2020-500> Toefl >= 430 IE2"
1,2,EN008,"Listening AE1",2,"2 (2, 0)",CE,CE_DE(2.5:1.5)_2020,"500> Toefl >= 430 IE2",2020,"CE_DE(2.5:1.5)_2020-2020-500> Toefl >= 430 IE2"
1,2,MA001,"Calculus 1",4,"4 (4, 0)",CE,CE_DE(2.5:1.5)_2020,"500> Toefl >= 430 IE2",2020,"CE_DE(2.5:1.5)_2020-2020-500> Toefl >= 430 IE2"
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",CE,CE_DE(2.5:1.5)_2020,"500> Toefl >= 430 IE2",2020,"CE_DE(2.5:1.5)_2020-2020-500> Toefl >= 430 IE2"
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",CE,CE_DE(2.5:1.5)_2020,"500> Toefl >= 430 IE2",2020,"CE_DE(2.5:1.5)_2020-2020-500> Toefl >= 430 IE2"
1,2,PH014,"Physics 2 (Fluid Mechanics and Thermal Physics)",2,"2 (2, 0)",CE,CE_DE(2.5:1.5)_2020,"500> Toefl >= 430 IE2",2020,"CE_DE(2.5:1.5)_2020-2020-500> Toefl >= 430 IE2"
1,2,EN011,"Writing AE2",2,"2 (2, 0)",CE,CE_DE(2.5:1.5)_2020,"Toefl >= 500 - AE1",2020,"CE_DE(2.5:1.5)_2020-2020-Toefl >= 500 - AE1"
1,2,EN012,"Speaking AE2",2,"2 (2, 0)",CE,CE_DE(2.5:1.5)_2020,"Toefl >= 500 - AE1",2020,"CE_DE(2.5:1.5)_2020-2020-Toefl >= 500 - AE1"
1,2,MA003,"Calculus 2",4,"4 (4, 0)",CE,CE_DE(2.5:1.5)_2020,"Toefl >= 500 - AE1",2020,"CE_DE(2.5:1.5)_2020-2020-Toefl >= 500 - AE1"
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",CE,CE_DE(2.5:1.5)_2020,"Toefl >= 500 - AE1",2020,"CE_DE(2.5:1.5)_2020-2020-Toefl >= 500 - AE1"
1,2,PH015,"Physics 3 (Electricity and Magnetism)",3,"3 (3, 0)",CE,CE_DE(2.5:1.5)_2020,"Toefl >= 500 - AE1",2020,"CE_DE(2.5:1.5)_2020-2020-Toefl >= 500 - AE1"
1,2,PH016,"Physics 3 Laboratory",1,"1 (0, 1)",CE,CE_DE(2.5:1.5)_2020,"Toefl >= 500 - AE1",2020,"CE_DE(2.5:1.5)_2020-2020-Toefl >= 500 - AE1"
1,2,ENTP02,"Intensive English 2",13,"13 (13, 0)",CE,CE_DE(2.5:1.5)_2020,IE0,2020,CE_DE(2.5:1.5)_2020-2020-IE0
1,2,ENTP03,"Intensive English 3",10,"10 (10, 0)",CE,CE_DE(2.5:1.5)_2020,IE0,2020,CE_DE(2.5:1.5)_2020-2020-IE0
1,2,CH011,"Chemistry for Engineer",3,"3 (3, 0)",CE,CE_DE(2.5:1.5)_2020,IE3,2020,CE_DE(2.5:1.5)_2020-2020-IE3
1,2,CH012,"Chemistry Laboratory",1,"1 (0, 1)",CE,CE_DE(2.5:1.5)_2020,IE3,2020,CE_DE(2.5:1.5)_2020-2020-IE3
1,2,EN007,"Writing AE1",2,"2 (2, 0)",CE,CE_DE(2.5:1.5)_2020,IE3,2020,CE_DE(2.5:1.5)_2020-2020-IE3
1,2,EN008,"Listening AE1",2,"2 (2, 0)",CE,CE_DE(2.5:1.5)_2020,IE3,2020,CE_DE(2.5:1.5)_2020-2020-IE3
1,2,MA003,"Calculus 2",4,"4 (4, 0)",CE,CE_DE(2.5:1.5)_2020,IE3,2020,CE_DE(2.5:1.5)_2020-2020-IE3
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",CE,CE_DE(2.5:1.5)_2020,IE3,2020,CE_DE(2.5:1.5)_2020-2020-IE3
1,2,ENTP03,"Intensive English 3",10,"10 (10, 0)",CE,CE_2020,"Toefl < 430 IE1",2020,"CE_2020-2020-Toefl < 430 IE1"
1,2,PE015," Philosophy Marx - Lenin",3,"3 (3, 0)",CE,CE_2020,"Toefl < 430 IE1",2020,"CE_2020-2020-Toefl < 430 IE1"
1,2,PE016,"Marxist – Leninist Political Economy",2,"2 (2, 0)",CE,CE_2020,"Toefl < 430 IE1",2020,"CE_2020-2020-Toefl < 430 IE1"
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",CE,CE_2020,"Toefl < 430 IE1",2020,"CE_2020-2020-Toefl < 430 IE1"
1,2,PT001,"Physical Training 1",3,"3 (3, 0)",CE,CE_2020,"Toefl < 430 IE1",2020,"CE_2020-2020-Toefl < 430 IE1"
1,2,EN007,"Writing AE1",2,"2 (2, 0)",CE,CE_2020,"500> Toefl >= 430 IE2",2020,"CE_2020-2020-500> Toefl >= 430 IE2"
1,2,EN008,"Listening AE1",2,"2 (2, 0)",CE,CE_2020,"500> Toefl >= 430 IE2",2020,"CE_2020-2020-500> Toefl >= 430 IE2"
1,2,PE015," Philosophy Marx - Lenin",3,"3 (3, 0)",CE,CE_2020,"500> Toefl >= 430 IE2",2020,"CE_2020-2020-500> Toefl >= 430 IE2"
1,2,PE016,"Marxist – Leninist Political Economy",2,"2 (2, 0)",CE,CE_2020,"500> Toefl >= 430 IE2",2020,"CE_2020-2020-500> Toefl >= 430 IE2"
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",CE,CE_2020,"500> Toefl >= 430 IE2",2020,"CE_2020-2020-500> Toefl >= 430 IE2"
1,2,PT001,"Physical Training 1",3,"3 (3, 0)",CE,CE_2020,"500> Toefl >= 430 IE2",2020,"CE_2020-2020-500> Toefl >= 430 IE2"
1,2,EN011,"Writing AE2",2,"2 (2, 0)",CE,CE_2020,"Toefl >= 500 - AE1",2020,"CE_2020-2020-Toefl >= 500 - AE1"
1,2,EN012,"Speaking AE2",2,"2 (2, 0)",CE,CE_2020,"Toefl >= 500 - AE1",2020,"CE_2020-2020-Toefl >= 500 - AE1"
1,2,IT116,"C Programming",4,"4 (3, 1)",CE,CE_2020,"Toefl >= 500 - AE1",2020,"CE_2020-2020-Toefl >= 500 - AE1"
1,2,MA003,"Calculus 2",4,"4 (4, 0)",CE,CE_2020,"Toefl >= 500 - AE1",2020,"CE_2020-2020-Toefl >= 500 - AE1"
1,2,PH015,"Physics 3 (Electricity and Magnetism)",3,"3 (3, 0)",CE,CE_2020,"Toefl >= 500 - AE1",2020,"CE_2020-2020-Toefl >= 500 - AE1"
1,2,PH016,"Physics 3 Laboratory",1,"1 (0, 1)",CE,CE_2020,"Toefl >= 500 - AE1",2020,"CE_2020-2020-Toefl >= 500 - AE1"
1,2,PT002,"Physical Training 2",3,"3 (0, 3)",CE,CE_2020,"Toefl >= 500 - AE1",2020,"CE_2020-2020-Toefl >= 500 - AE1"
1,2,ENTP02,"Intensive English 2",13,"13 (13, 0)",CE,CE_2020,IE0,2020,CE_2020-2020-IE0
1,2,ENTP03,"Intensive English 3",10,"10 (10, 0)",CE,CE_2020,IE0,2020,CE_2020-2020-IE0
1,2,CH011,"Chemistry for Engineer",3,"3 (3, 0)",CE,CE_2020,IE3,2020,CE_2020-2020-IE3
1,2,CH012,"Chemistry Laboratory",1,"1 (0, 1)",CE,CE_2020,IE3,2020,CE_2020-2020-IE3
1,2,EN007,"Writing AE1",2,"2 (2, 0)",CE,CE_2020,IE3,2020,CE_2020-2020-IE3
1,2,EN008,"Listening AE1",2,"2 (2, 0)",CE,CE_2020,IE3,2020,CE_2020-2020-IE3
1,2,MA001,"Calculus 1",4,"4 (4, 0)",CE,CE_2020,IE3,2020,CE_2020-2020-IE3
1,2,EN074,"Reading & Writing IE2",11,"11 (11, 0)",NE,NE_2019,"Toefl < 430 IE1",2019,"NE_2019-2019-Toefl < 430 IE1"
1,2,EN075,"Listening & Speaking IE2",11,"11 (11, 0)",NE,NE_2019,"Toefl < 430 IE1",2019,"NE_2019-2019-Toefl < 430 IE1"
1,2,IT116,"C Programming",4,"4 (3, 1)",NE,NE_2019,"Toefl < 430 IE1",2019,"NE_2019-2019-Toefl < 430 IE1"
1,2,PT002,"Physical Training 2",3,"3 (0, 3)",NE,NE_2019,"Toefl < 430 IE1",2019,"NE_2019-2019-Toefl < 430 IE1"
1,2,CH011,"Chemistry for Engineer",3,"3 (3, 0)",NE,NE_2019,"500> Toefl >= 430 IE2",2019,"NE_2019-2019-500> Toefl >= 430 IE2"
1,2,CH012,"Chemistry Laboratory",1,"1 (0, 1)",NE,NE_2019,"500> Toefl >= 430 IE2",2019,"NE_2019-2019-500> Toefl >= 430 IE2"
1,2,EN007,"Writing AE1",2,"2 (2, 0)",NE,NE_2019,"500> Toefl >= 430 IE2",2019,"NE_2019-2019-500> Toefl >= 430 IE2"
1,2,EN008,"Listening AE1",2,"2 (2, 0)",NE,NE_2019,"500> Toefl >= 430 IE2",2019,"NE_2019-2019-500> Toefl >= 430 IE2"
1,2,IT116,"C Programming",4,"4 (3, 1)",NE,NE_2019,"500> Toefl >= 430 IE2",2019,"NE_2019-2019-500> Toefl >= 430 IE2"
1,2,MA001,"Calculus 1",4,"4 (4, 0)",NE,NE_2019,"500> Toefl >= 430 IE2",2019,"NE_2019-2019-500> Toefl >= 430 IE2"
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",NE,NE_2019,"500> Toefl >= 430 IE2",2019,"NE_2019-2019-500> Toefl >= 430 IE2"
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",NE,NE_2019,"500> Toefl >= 430 IE2",2019,"NE_2019-2019-500> Toefl >= 430 IE2"
1,2,PT002,"Physical Training 2",3,"3 (0, 3)",NE,NE_2019,"500> Toefl >= 430 IE2",2019,"NE_2019-2019-500> Toefl >= 430 IE2"
1,2,EN011,"Writing AE2",2,"2 (2, 0)",NE,NE_2019,"Toefl >= 500 - AE1",2019,"NE_2019-2019-Toefl >= 500 - AE1"
1,2,EN012,"Speaking AE2",2,"2 (2, 0)",NE,NE_2019,"Toefl >= 500 - AE1",2019,"NE_2019-2019-Toefl >= 500 - AE1"
1,2,IT116,"C Programming",4,"4 (3, 1)",NE,NE_2019,"Toefl >= 500 - AE1",2019,"NE_2019-2019-Toefl >= 500 - AE1"
1,2,MA003,"Calculus 2",4,"4 (4, 0)",NE,NE_2019,"Toefl >= 500 - AE1",2019,"NE_2019-2019-Toefl >= 500 - AE1"
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",NE,NE_2019,"Toefl >= 500 - AE1",2019,"NE_2019-2019-Toefl >= 500 - AE1"
1,2,PH015,"Physics 3 (Electricity and Magnetism)",3,"3 (3, 0)",NE,NE_2019,"Toefl >= 500 - AE1",2019,"NE_2019-2019-Toefl >= 500 - AE1"
1,2,PH016,"Physics 3 Laboratory",1,"1 (0, 1)",NE,NE_2019,"Toefl >= 500 - AE1",2019,"NE_2019-2019-Toefl >= 500 - AE1"
1,2,PT002,"Physical Training 2",3,"3 (0, 3)",NE,NE_2019,"Toefl >= 500 - AE1",2019,"NE_2019-2019-Toefl >= 500 - AE1"
1,2,EN074,"Reading & Writing IE2",11,"11 (11, 0)",NE,NE_2018,"Toefl < 430 IE1",2018,"NE_2018-2018-Toefl < 430 IE1"
1,2,EN075,"Listening & Speaking IE2",11,"11 (11, 0)",NE,NE_2018,"Toefl < 430 IE1",2018,"NE_2018-2018-Toefl < 430 IE1"
1,2,IT064,"Introduction to Computing",3,"3 (3, 0)",NE,NE_2018,"Toefl < 430 IE1",2018,"NE_2018-2018-Toefl < 430 IE1"
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",NE,NE_2018,"Toefl < 430 IE1",2018,"NE_2018-2018-Toefl < 430 IE1"
1,2,PT002,"Physical Training 2",3,"3 (0, 3)",NE,NE_2018,"Toefl < 430 IE1",2018,"NE_2018-2018-Toefl < 430 IE1"
1,2,CH011,"Chemistry for Engineer",3,"3 (3, 0)",NE,NE_2018,"500> Toefl >= 430 IE2",2018,"NE_2018-2018-500> Toefl >= 430 IE2"
1,2,CH012,"Chemistry Laboratory",1,"1 (0, 1)",NE,NE_2018,"500> Toefl >= 430 IE2",2018,"NE_2018-2018-500> Toefl >= 430 IE2"
1,2,EN007,"Writing AE1",2,"2 (2, 0)",NE,NE_2018,"500> Toefl >= 430 IE2",2018,"NE_2018-2018-500> Toefl >= 430 IE2"
1,2,EN008,"Listening AE1",2,"2 (2, 0)",NE,NE_2018,"500> Toefl >= 430 IE2",2018,"NE_2018-2018-500> Toefl >= 430 IE2"
1,2,IT116,"C Programming",4,"4 (3, 1)",NE,NE_2018,"500> Toefl >= 430 IE2",2018,"NE_2018-2018-500> Toefl >= 430 IE2"
1,2,MA001,"Calculus 1",4,"4 (4, 0)",NE,NE_2018,"500> Toefl >= 430 IE2",2018,"NE_2018-2018-500> Toefl >= 430 IE2"
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",NE,NE_2018,"500> Toefl >= 430 IE2",2018,"NE_2018-2018-500> Toefl >= 430 IE2"
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",NE,NE_2018,"500> Toefl >= 430 IE2",2018,"NE_2018-2018-500> Toefl >= 430 IE2"
1,2,PT002,"Physical Training 2",3,"3 (0, 3)",NE,NE_2018,"500> Toefl >= 430 IE2",2018,"NE_2018-2018-500> Toefl >= 430 IE2"
1,2,EN011,"Writing AE2",2,"2 (2, 0)",NE,NE_2018,"Toefl >= 500 - AE1",2018,"NE_2018-2018-Toefl >= 500 - AE1"
1,2,EN012,"Speaking AE2",2,"2 (2, 0)",NE,NE_2018,"Toefl >= 500 - AE1",2018,"NE_2018-2018-Toefl >= 500 - AE1"
1,2,IT116,"C Programming",4,"4 (3, 1)",NE,NE_2018,"Toefl >= 500 - AE1",2018,"NE_2018-2018-Toefl >= 500 - AE1"
1,2,MA003,"Calculus 2",4,"4 (4, 0)",NE,NE_2018,"Toefl >= 500 - AE1",2018,"NE_2018-2018-Toefl >= 500 - AE1"
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",NE,NE_2018,"Toefl >= 500 - AE1",2018,"NE_2018-2018-Toefl >= 500 - AE1"
1,2,PH015,"Physics 3 (Electricity and Magnetism)",3,"3 (3, 0)",NE,NE_2018,"Toefl >= 500 - AE1",2018,"NE_2018-2018-Toefl >= 500 - AE1"
1,2,PH016,"Physics 3 Laboratory",1,"1 (0, 1)",NE,NE_2018,"Toefl >= 500 - AE1",2018,"NE_2018-2018-Toefl >= 500 - AE1"
1,2,PT002,"Physical Training 2",3,"3 (0, 3)",NE,NE_2018,"Toefl >= 500 - AE1",2018,"NE_2018-2018-Toefl >= 500 - AE1"
1,2,ENTP03,"Intensive English 3",10,"10 (10, 0)",NE,NE_DE(2:2)_2020,"Toefl < 430 IE1",2020,"NE_DE(2:2)_2020-2020-Toefl < 430 IE1"
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",NE,NE_DE(2:2)_2020,"Toefl < 430 IE1",2020,"NE_DE(2:2)_2020-2020-Toefl < 430 IE1"
1,2,PH014,"Physics 2 (Fluid Mechanics and Thermal Physics)",2,"2 (2, 0)",NE,NE_DE(2:2)_2020,"Toefl < 430 IE1",2020,"NE_DE(2:2)_2020-2020-Toefl < 430 IE1"
1,2,EN007,"Writing AE1",2,"2 (2, 0)",NE,NE_DE(2:2)_2020,"500> Toefl >= 430 IE2",2020,"NE_DE(2:2)_2020-2020-500> Toefl >= 430 IE2"
1,2,EN008,"Listening AE1",2,"2 (2, 0)",NE,NE_DE(2:2)_2020,"500> Toefl >= 430 IE2",2020,"NE_DE(2:2)_2020-2020-500> Toefl >= 430 IE2"
1,2,MA001,"Calculus 1",4,"4 (4, 0)",NE,NE_DE(2:2)_2020,"500> Toefl >= 430 IE2",2020,"NE_DE(2:2)_2020-2020-500> Toefl >= 430 IE2"
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",NE,NE_DE(2:2)_2020,"500> Toefl >= 430 IE2",2020,"NE_DE(2:2)_2020-2020-500> Toefl >= 430 IE2"
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",NE,NE_DE(2:2)_2020,"500> Toefl >= 430 IE2",2020,"NE_DE(2:2)_2020-2020-500> Toefl >= 430 IE2"
1,2,PH014,"Physics 2 (Fluid Mechanics and Thermal Physics)",2,"2 (2, 0)",NE,NE_DE(2:2)_2020,"500> Toefl >= 430 IE2",2020,"NE_DE(2:2)_2020-2020-500> Toefl >= 430 IE2"
1,2,EN011,"Writing AE2",2,"2 (2, 0)",NE,NE_DE(2:2)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(2:2)_2020-2020-Toefl >= 500 - AE1"
1,2,EN012,"Speaking AE2",2,"2 (2, 0)",NE,NE_DE(2:2)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(2:2)_2020-2020-Toefl >= 500 - AE1"
1,2,IT069,"Object-Oriented Programming",4,"4 (3, 1)",NE,NE_DE(2:2)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(2:2)_2020-2020-Toefl >= 500 - AE1"
1,2,MA003,"Calculus 2",4,"4 (4, 0)",NE,NE_DE(2:2)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(2:2)_2020-2020-Toefl >= 500 - AE1"
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",NE,NE_DE(2:2)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(2:2)_2020-2020-Toefl >= 500 - AE1"
1,2,PH015,"Physics 3 (Electricity and Magnetism)",3,"3 (3, 0)",NE,NE_DE(2:2)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(2:2)_2020-2020-Toefl >= 500 - AE1"
1,2,PH016,"Physics 3 Laboratory",1,"1 (0, 1)",NE,NE_DE(2:2)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(2:2)_2020-2020-Toefl >= 500 - AE1"
1,2,ENTP02,"Intensive English 2",13,"13 (13, 0)",NE,NE_DE(2:2)_2020,IE0,2020,NE_DE(2:2)_2020-2020-IE0
1,2,ENTP03,"Intensive English 3",10,"10 (10, 0)",NE,NE_DE(2:2)_2020,IE0,2020,NE_DE(2:2)_2020-2020-IE0
1,2,EN007,"Writing AE1",2,"2 (2, 0)",NE,NE_DE(2:2)_2020,IE3,2020,NE_DE(2:2)_2020-2020-IE3
1,2,EN008,"Listening AE1",2,"2 (2, 0)",NE,NE_DE(2:2)_2020,IE3,2020,NE_DE(2:2)_2020-2020-IE3
1,2,MA003,"Calculus 2",4,"4 (4, 0)",NE,NE_DE(2:2)_2020,IE3,2020,NE_DE(2:2)_2020-2020-IE3
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",NE,NE_DE(2:2)_2020,IE3,2020,NE_DE(2:2)_2020-2020-IE3
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",NE,NE_DE(2:2)_2020,IE3,2020,NE_DE(2:2)_2020-2020-IE3
1,2,PH014,"Physics 2 (Fluid Mechanics and Thermal Physics)",2,"2 (2, 0)",NE,NE_DE(2:2)_2020,IE3,2020,NE_DE(2:2)_2020-2020-IE3
1,2,ENTP03,"Intensive English 3",10,"10 (10, 0)",NE,NE_DE(3:1)_2020,"Toefl < 430 IE1",2020,"NE_DE(3:1)_2020-2020-Toefl < 430 IE1"
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",NE,NE_DE(3:1)_2020,"Toefl < 430 IE1",2020,"NE_DE(3:1)_2020-2020-Toefl < 430 IE1"
1,2,PH014,"Physics 2 (Fluid Mechanics and Thermal Physics)",2,"2 (2, 0)",NE,NE_DE(3:1)_2020,"Toefl < 430 IE1",2020,"NE_DE(3:1)_2020-2020-Toefl < 430 IE1"
1,2,EN007,"Writing AE1",2,"2 (2, 0)",NE,NE_DE(3:1)_2020,"500> Toefl >= 430 IE2",2020,"NE_DE(3:1)_2020-2020-500> Toefl >= 430 IE2"
1,2,EN008,"Listening AE1",2,"2 (2, 0)",NE,NE_DE(3:1)_2020,"500> Toefl >= 430 IE2",2020,"NE_DE(3:1)_2020-2020-500> Toefl >= 430 IE2"
1,2,MA001,"Calculus 1",4,"4 (4, 0)",NE,NE_DE(3:1)_2020,"500> Toefl >= 430 IE2",2020,"NE_DE(3:1)_2020-2020-500> Toefl >= 430 IE2"
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",NE,NE_DE(3:1)_2020,"500> Toefl >= 430 IE2",2020,"NE_DE(3:1)_2020-2020-500> Toefl >= 430 IE2"
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",NE,NE_DE(3:1)_2020,"500> Toefl >= 430 IE2",2020,"NE_DE(3:1)_2020-2020-500> Toefl >= 430 IE2"
1,2,PH014,"Physics 2 (Fluid Mechanics and Thermal Physics)",2,"2 (2, 0)",NE,NE_DE(3:1)_2020,"500> Toefl >= 430 IE2",2020,"NE_DE(3:1)_2020-2020-500> Toefl >= 430 IE2"
1,2,EN011,"Writing AE2",2,"2 (2, 0)",NE,NE_DE(3:1)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(3:1)_2020-2020-Toefl >= 500 - AE1"
1,2,EN012,"Speaking AE2",2,"2 (2, 0)",NE,NE_DE(3:1)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(3:1)_2020-2020-Toefl >= 500 - AE1"
1,2,IT069,"Object-Oriented Programming",4,"4 (3, 1)",NE,NE_DE(3:1)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(3:1)_2020-2020-Toefl >= 500 - AE1"
1,2,MA003,"Calculus 2",4,"4 (4, 0)",NE,NE_DE(3:1)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(3:1)_2020-2020-Toefl >= 500 - AE1"
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",NE,NE_DE(3:1)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(3:1)_2020-2020-Toefl >= 500 - AE1"
1,2,PH015,"Physics 3 (Electricity and Magnetism)",3,"3 (3, 0)",NE,NE_DE(3:1)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(3:1)_2020-2020-Toefl >= 500 - AE1"
1,2,PH016,"Physics 3 Laboratory",1,"1 (0, 1)",NE,NE_DE(3:1)_2020,"Toefl >= 500 - AE1",2020,"NE_DE(3:1)_2020-2020-Toefl >= 500 - AE1"
1,2,ENTP02,"Intensive English 2",13,"13 (13, 0)",NE,NE_DE(3:1)_2020,IE0,2020,NE_DE(3:1)_2020-2020-IE0
1,2,ENTP03,"Intensive English 3",10,"10 (10, 0)",NE,NE_DE(3:1)_2020,IE0,2020,NE_DE(3:1)_2020-2020-IE0
1,2,CH011,"Chemistry for Engineer",3,"3 (3, 0)",NE,NE_DE(3:1)_2020,IE3,2020,NE_DE(3:1)_2020-2020-IE3
1,2,CH012,"Chemistry Laboratory",1,"1 (0, 1)",NE,NE_DE(3:1)_2020,IE3,2020,NE_DE(3:1)_2020-2020-IE3
1,2,EN007,"Writing AE1",2,"2 (2, 0)",NE,NE_DE(3:1)_2020,IE3,2020,NE_DE(3:1)_2020-2020-IE3
1,2,EN008,"Listening AE1",2,"2 (2, 0)",NE,NE_DE(3:1)_2020,IE3,2020,NE_DE(3:1)_2020-2020-IE3
1,2,MA003,"Calculus 2",4,"4 (4, 0)",NE,NE_DE(3:1)_2020,IE3,2020,NE_DE(3:1)_2020-2020-IE3
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",NE,NE_DE(3:1)_2020,IE3,2020,NE_DE(3:1)_2020-2020-IE3
1,2,ENTP03,"Intensive English 3",10,"10 (10, 0)",NE,NE_2020,"Toefl < 430 IE1",2020,"NE_2020-2020-Toefl < 430 IE1"
1,2,PE015," Philosophy Marx - Lenin",3,"3 (3, 0)",NE,NE_2020,"Toefl < 430 IE1",2020,"NE_2020-2020-Toefl < 430 IE1"
1,2,PE016,"Marxist – Leninist Political Economy",2,"2 (2, 0)",NE,NE_2020,"Toefl < 430 IE1",2020,"NE_2020-2020-Toefl < 430 IE1"
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",NE,NE_2020,"Toefl < 430 IE1",2020,"NE_2020-2020-Toefl < 430 IE1"
1,2,PT001,"Physical Training 1",3,"3 (3, 0)",NE,NE_2020,"Toefl < 430 IE1",2020,"NE_2020-2020-Toefl < 430 IE1"
1,2,EN007,"Writing AE1",2,"2 (2, 0)",NE,NE_2020,"500> Toefl >= 430 IE2",2020,"NE_2020-2020-500> Toefl >= 430 IE2"
1,2,EN008,"Listening AE1",2,"2 (2, 0)",NE,NE_2020,"500> Toefl >= 430 IE2",2020,"NE_2020-2020-500> Toefl >= 430 IE2"
1,2,PE015," Philosophy Marx - Lenin",3,"3 (3, 0)",NE,NE_2020,"500> Toefl >= 430 IE2",2020,"NE_2020-2020-500> Toefl >= 430 IE2"
1,2,PE016,"Marxist – Leninist Political Economy",2,"2 (2, 0)",NE,NE_2020,"500> Toefl >= 430 IE2",2020,"NE_2020-2020-500> Toefl >= 430 IE2"
1,2,PH013,"Physics 1 (general mechanics",2,"2 (2, 0)",NE,NE_2020,"500> Toefl >= 430 IE2",2020,"NE_2020-2020-500> Toefl >= 430 IE2"
1,2,PT001,"Physical Training 1",3,"3 (3, 0)",NE,NE_2020,"500> Toefl >= 430 IE2",2020,"NE_2020-2020-500> Toefl >= 430 IE2"
1,2,EN011,"Writing AE2",2,"2 (2, 0)",NE,NE_2020,"Toefl >= 500 - AE1",2020,"NE_2020-2020-Toefl >= 500 - AE1"
1,2,EN012,"Speaking AE2",2,"2 (2, 0)",NE,NE_2020,"Toefl >= 500 - AE1",2020,"NE_2020-2020-Toefl >= 500 - AE1"
1,2,IT116,"C Programming",4,"4 (3, 1)",NE,NE_2020,"Toefl >= 500 - AE1",2020,"NE_2020-2020-Toefl >= 500 - AE1"
1,2,MA003,"Calculus 2",4,"4 (4, 0)",NE,NE_2020,"Toefl >= 500 - AE1",2020,"NE_2020-2020-Toefl >= 500 - AE1"
1,2,PE008,"Critical Thinking",3,"3 (3, 0)",NE,NE_2020,"Toefl >= 500 - AE1",2020,"NE_2020-2020-Toefl >= 500 - AE1"
1,2,PH015,"Physics 3 (Electricity and Magnetism)",3,"3 (3, 0)",NE,NE_2020,"Toefl >= 500 - AE1",2020,"NE_2020-2020-Toefl >= 500 - AE1"
1,2,PH016,"Physics 3 Laboratory",1,"1 (0, 1)",NE,NE_2020,"Toefl >= 500 - AE1",2020,"NE_2020-2020-Toefl >= 500 - AE1"
1,2,PT002,"Physical Training 2",3,"3 (0, 3)",NE,NE_2020,"Toefl >= 500 - AE1",2020,"NE_2020-2020-Toefl >= 500 - AE1"
1,2,ENTP02,"Intensive English 2",13,"13 (13, 0)",NE,NE_2020,IE0,2020,NE_2020-2020-IE0
1,2,ENTP03,"Intensive English 3",10,"10 (10, 0)",NE,NE_2020,IE0,2020,NE_2020-2020-IE0
